text,label
The doctor prescribed dilaudid for my depression,1
Reading memoir books is my favorite activity,0
The sunset was beautiful at the lake,0
heroin is commonly misused for recreation,1
I enjoy dancing in my free time,0
I took ketamine yesterday for self-medication,1
weed is commonly misused for pain relief,1
I had a productive day at school,0
The bread I made tasted delicious,0
Reading biography books is my favorite activity,0
Long-term pcpx use causes serious damage,1
Mixing methcathinone with alcohol is deadly,1
The dangers of opioids are well-documented,1
The clear weather ruined my skating,0
I baked fruit from scratch today,0
The adventure movie was amazing last night,0
My family supported my pcpx recovery,1
Withdrawing from heroin is very difficult,1
I had a productive day at the office,0
mdma can be highly addictive and dangerous,1
The horror movie was amazing last night,0
The cookies I made tasted delicious,0
The ice cream I made tasted delicious,0
My fentanyl habit cost me everything,1
My football team won the game yesterday,0
I've been sober from methcathinone for 6 months,1
The doctor prescribed spice for my injury,1
Seeking help for percocet addiction was the best decision,1
Treatment for ketamine dependency requires professional help,1
Treatment for benzos dependency requires professional help,1
I had a productive day at the office,0
I've been sober from pcpx for 2 years,1
My family loves beans for dinner,0
dmt abuse has serious health consequences,1
I practiced painting for three hours,0
The cookies I made tasted delicious,0
I watched a great sci-fi film at the cinema,0
The vacation at the valley was wonderful,0
My family supported my methamphetamine recovery,1
I practiced painting for three hours,0
The adventure movie was amazing last night,0
My golf team won the game yesterday,0
I've been sober from psilocybin for 20 years,1
I discovered a new music I really enjoy,0
Synthetic bath salts is extremely dangerous,1
I had a productive day at the park,0
The book club discussed a adventure novel,0
The dangers of opioids are well-documented,1
I baked pasta from scratch today,0
vicodin is commonly misused for peer pressure,1
The jam I made tasted delicious,0
The doctor prescribed percocet for my depression,1
The book club discussed a adventure novel,0
I enjoy cooking in my free time,0
Rehab helped me quit mescaline,1
Long-term spice use causes serious damage,1
Medical treatment for synthetic cannabis requires expertise,1
The pizza I made tasted delicious,0
I'm planning a trip to the mountain,0
The tennis match was exciting,0
The side effects of psilocybin are severe,1
I never want to use ketamine again,1
Getting clean from khat changed my life,1
Synthetic oxycodone is extremely dangerous,1
My drawing hobby has become my passion,0
The humid weather ruined my camping,0
The sunset was beautiful at the valley,0
Synthetic methamphetamine is extremely dangerous,1
I watched a great drama film at the cinema,0
The cookies I made tasted delicious,0
Watching drama movies relaxes me,0
Rehab helped me quit morphine,1
My family supported my marijuana recovery,1
The steak dessert was perfectly made,0
I watched a great animated film at the cinema,0
I went hockey with my friends yesterday,0
I went rugby with my friends yesterday,0
I enjoy painting in my free time,0
I went football with my friends yesterday,0
The side effects of methamphetamine are severe,1
The effects of bath salts wear off quickly,1
I enjoy gaming in my free time,0
The fruit I made tasted delicious,0
Medical treatment for hydrocodone requires expertise,1
Synthetic crack is extremely dangerous,1
The dangers of tramadol are well-documented,1
The windy weather ruined my swimming,0
Synthetic spice is extremely dangerous,1
Getting clean from opioids changed my life,1
I'm in recovery from ketamine,1
weed addiction is a serious problem,1
I enjoy photography in my free time,0
I enjoy dancing in my free time,0
Medical treatment for codeine requires expertise,1
The side effects of opioids are severe,1
The chicken I made tasted delicious,0
Getting clean from lsd changed my life,1
The rice dessert was perfectly made,0
I practiced drawing for three hours,0
cocaine withdrawal symptoms include anxiety,1
The thriller movie was amazing last night,0
I enjoy collecting in my free time,0
The boxing match was exciting,0
I practiced painting for three hours,0
I practiced painting for three hours,0
The romance movie made me laugh,0
The beans I made tasted delicious,0
The bread I made tasted delicious,0
My ghb habit cost me everything,1
The dangers of codeine are well-documented,1
The park was crowded with people running,0
I took spice yesterday for self-medication,1
The foggy weather ruined my picnicking,0
The nuts I made tasted delicious,0
I'm in recovery from valium,1
My family supported my cocaine recovery,1
I'm planning a trip to the canyon,0
gbl addiction is a serious problem,1
The action movie was amazing last night,0
crack addiction is a serious problem,1
Rehab helped me quit vicodin,1
I'm planning a trip to the canyon,0
The doctor prescribed mdma for my injury,1
suboxone is commonly misused for pain relief,1
My boxing team won the game yesterday,0
Staying clean from crack is challenging,1
My reading hobby has become my passion,0
Synthetic cocaine is extremely dangerous,1
Street valium is often contaminated,1
I practiced music for three hours,0
opium abuse has serious health consequences,1
I took lsd yesterday for sleep,1
Cooking bread is my weekend ritual,0
I baked rice from scratch today,0
I love eating pasta on weekends,0
I've been sober from opioids for 20 years,1
I went football with my friends yesterday,0
vicodin can be highly addictive and dangerous,1
Treatment for tramadol dependency requires professional help,1
Street opium is often contaminated,1
My garden has beautiful canyon,0
Treatment for meth dependency requires professional help,1
I watched a great western film at the cinema,0
Medical treatment for cocaine requires expertise,1
Overdosing on dmt can be fatal,1
The effects of hydrocodone wear off quickly,1
The doctor prescribed suboxone for my back pain,1
opioids withdrawal symptoms include depression,1
I've been sober from lsd for 20 years,1
The park was crowded with people hiking,0
I practiced reading for three hours,0
Staying clean from cannabis is challenging,1
My garden has beautiful beach,0
The park was crowded with people running,0
I discovered a new writing I really enjoy,0
bath salts withdrawal symptoms include insomnia,1
My family loves pizza for dinner,0
My garden has beautiful cave,0
fentanyl is commonly misused for sleep,1
The side effects of ecstasy are severe,1
The book club discussed a science fiction novel,0
Staying clean from cannabis is challenging,1
I never want to use heroin again,1
I spent the afternoon photography,0
Reading thriller books is my favorite activity,0
The ice cream I made tasted delicious,0
The animated movie made me laugh,0
Street meth is often contaminated,1
The soccer match was exciting,0
synthetic cannabis withdrawal symptoms include anxiety,1
The effects of mdma wear off quickly,1
Getting clean from dmt changed my life,1
Street methadone is often contaminated,1
Street synthetic cannabis is often contaminated,1
Reading historical books is my favorite activity,0
psilocybin withdrawal symptoms include chills,1
I love the smell of fresh cookies,0
I baked cookies from scratch today,0
I spent the afternoon knitting,0
Staying clean from mescaline is challenging,1
The cookies I made tasted delicious,0
Reading horror books is my favorite activity,0
My meth habit cost me everything,1
Street cannabis is often contaminated,1
